"id","clase","ener_media","ener_50","ener_25","ener_75","gabor_media","gabor_25","gabor_50","gabor_75","amplitud_mean","amplitud_desv","amplitud_p25","amplitud_p75","w_m","w_25","w_50","w_75","std"
16936,"N",0.968206233534178,0.321811336213319,0.204536723820167,0.502799404837315,0.0530092515719953,0.0445848074221879,0.0445848074221879,0.0644649155577742,0.146250582692262,0.175802425337415,0.0486725680530071,0.169247783720493,3.2894736842055e-07,-0.0270725,-0.000445,0.020475,0.124475082016191
28623,"N",0.572980186301221,0.11373284266598,0.0549670874570628,0.471018907217904,0.0418871329292171,0.04134036501503,0.04134036501503,0.0576372093434938,0.138453984503738,0.174164923248218,0.0601010117679834,0.12929293513298,-2.08333333333539e-07,-0.0420075,-0.006005,0.0187925,0.149522540174504
34648,"N",0.518048854411634,0.138999274393627,0.0635171657441616,0.853575593320949,0.039086986047299,0.0371139017738707,0.0371139017738707,0.0442324316402655,0.455648924646696,0.172695528055717,0.416195869445801,0.508474588394165,-4.20168067226717e-07,-0.0332,0.00209,0.03312,0.145529983871896
59563,"N",0.844801301516925,0.22817908433855,0.148818337445069,0.866281547028957,0.0514627806984292,0.0463070258596058,0.0463070258596058,0.0682035790915172,0.121375964051317,0.186915728335556,0.0345744676887989,0.111702129244804,1.09890109889251e-07,-0.022935,-0.00362,0.01353,0.139006999907635
43204,"N",0.763296513696713,0.184057394951702,0.0270779600369044,0.681098315696557,0.0499340447949577,0.0462383921056344,0.0462383921056344,0.0645918876387116,0.212085765287546,0.159256689544905,0.150240391492844,0.196213945746422,-2.67857142856865e-07,-0.0716975,-0.00733,0.00807,0.152775069073976
35518,"N",3.07985383434826,3.2091018144849,2.36120508707181,3.60328389325859,0.0714122750629405,0.0244192260827026,0.0244192260827026,0.05950838016337,0.394675217114571,0.120349192969748,0.357459366321564,0.395125553011894,8.13008130079941e-08,-0.01372,0.00082,0.01685,0.0981918361393633
64085,"N",5.17345528735811,4.377266606155,3.78055070835039,5.66121720821586,0.0938986919074585,0.0365466340927876,0.0365466340927876,0.101806591187239,0.486904060538811,0.117934462828711,0.441121488809586,0.520560771226883,-3.79746835442458e-07,-0.009955,-0.00099,0.009225,0.0816853623463152
6052,"N",1.3567229729147,0.758416658227783,0.698140464177288,0.910225273579026,0.0640414181082926,0.0504367450485807,0.0504367450485807,0.0788806311926981,0.325796506146518,0.161810261094816,0.218045115470886,0.409774422645569,2.15827338130714e-07,-0.03553,-0.00463,0.0257,0.0956158060084667
54428,"N",2.89643367555692,2.50178661366696,2.20122494740111,3.67806084609359,0.0689452879083729,0.0220327138121478,0.0220327138121478,0.0485425642313659,0.203028100985102,0.193759441160294,0.0777616277337074,0.212209299206734,-3.33333333333774e-07,-0.03438,-0.00096,0.0459575,0.149437824399422
9968,"N",0.874152213749771,0.538989594451549,0.282852590728709,0.7768611293727,0.0543961503586869,0.0448395914112897,0.0448395914112897,0.0631426773333345,0.419327800109134,0.183857859200607,0.297250851988792,0.52233675122261,1.62601626015693e-07,-0.04084,0.0063,0.03891,0.0921363141592857
56571,"N",0.954024120079827,0.386013966505204,0.212192821638012,0.74532006635974,0.0528625516543107,0.0457258769206696,0.0457258769206696,0.0640388194882575,0.112698957710186,0.170704047777786,0.0521126762032509,0.0943662002682686,8.13008130080817e-08,-0.038225,-0.00104,0.015465,0.127609633793372
17711,"N",1.89663976431351,1.68819514546752,1.48124032415069,2.37473630828363,0.0548752732243289,0.0187716039537315,0.0187716039537315,0.0610621628753101,0.168514194889265,0.212764771463419,0.0658227875828743,0.144303798675537,-2.912621359226e-07,-0.023505,-0.00286,0.01688,0.14681493307373
34613,"N",0.917922136298001,0.270915859280054,0.179284311552667,0.467703638848757,0.0512924675243996,0.0455821224109517,0.0455821224109517,0.0648972335132593,0.414100352721759,0.176340508953099,0.382113814353943,0.473577231168747,1.01010101011126e-07,-0.025075,0.00163,0.020255,0.120794795472549
38920,"N",3.09444826181959,2.78993230538235,2.18981571717353,3.78361788555765,0.0781335780625964,0.031685693924733,0.031685693924733,0.104396919755494,0.345665491174862,0.128716166135317,0.297138050198555,0.368686854839325,4.81927710843156e-07,-0.033175,-0.00276,0.010175,0.0877014674892325
27036,"N",0.247772944734845,0.12039732923683,0.0349516219686144,0.336267035985147,0.0290492254899636,0.022123470139743,0.022123470139743,0.0359416248711381,0.153088884904634,0.159163231328089,0.0817995890974998,0.153374239802361,7.75193798448878e-08,-0.06327,-0.00746,0.02384,0.131842300717894
24231,"N",1.61715865408706,1.36778512913357,1.00976022045057,2.22504625075704,0.0626288154116025,0.0403812642646573,0.0403812642646573,0.0702971143638393,0.276891377959196,0.17925913885937,0.20552884042263,0.34134615957737,3.29670329670729e-07,-0.041315,-0.00441,0.031395,0.136739252037109
5821,"N",0.615007486509382,0.249519309384422,0.213121939992237,0.357348624742701,0.0384843454577858,0.0321141265540496,0.0321141265540496,0.047717163684376,0.346027778337399,0.185770448330846,0.250624999403954,0.409374997019768,4.44444444444949e-07,-0.05105,-0.008945,0.0234525,0.154479209189167
15656,"N",0.441323828647799,0.160791741029774,0.142072919241349,0.451978961181881,0.0326834591695131,0.0277193908746829,0.0277193908746829,0.039418111640242,0.267738641120302,0.19803141923229,0.12557427585125,0.338437974452972,3.84615384615699e-07,-0.02771,-0.00405,0.018455,0.140252069924233
62677,"N",1.38471503804566,0.864968874481334,0.28399456315094,1.6360299391144,0.0624151035109307,0.0484524369281904,0.0484524369281904,0.0703801839624232,0.202448087815195,0.182295273858008,0.103825137019157,0.193078324198723,1.59999999999771e-07,-0.04665,-0.00311,0.03126,0.124193154218793
19711,"N",0.867289948275574,0.218470173842304,0.153562018562418,0.460613217551267,0.0505384484986802,0.04491357876534,0.04491357876534,0.066093368937182,0.13958188187331,0.157675209355752,0.0862369351089001,0.12891985476017,-5.9999999999884e-07,-0.02152,-0.00167,0.01616,0.143425204643079
6351,"N",2.45832677639637,2.81757469911951,1.2238736824567,3.22607566518309,0.0686063480037792,0.0262211166297243,0.0262211166297243,0.0755762410052536,0.200606210662399,0.178461825980933,0.107664234936237,0.215328469872475,-3.38983050847989e-07,-0.0652375,-0.01095,0.04025,0.166039137945843
54677,"N",0.754586487857307,0.282923702116792,0.0593831146928054,0.758816659443801,0.0474498372450329,0.0396279618408699,0.0396279618408699,0.0623918896633319,0.157843636097849,0.153442510975189,0.0892857164144516,0.154761910438538,7.09219858151252e-08,-0.01533,-0.00055,0.01724,0.113664666243023
10248,"N",2.76455157594039,2.62516730978743,1.98297228733875,3.65153819953813,0.076302321229038,0.0396511489543691,0.0396511489543691,0.0969099826612994,0.217839792301165,0.166542482651408,0.15384615957737,0.198717951774597,-3.7383177570121e-07,-0.07789,0.00772,0.031965,0.141507716763548
3302,"N",0.586228407467383,0.276059097695194,0.144771155700516,0.437606407541385,0.0342728184338364,0.0240963145774169,0.0240963145774169,0.039358611719888,0.424080749311926,0.168548344000456,0.352739736437798,0.466438360512257,1.31578947367697e-07,-0.0324875,0.000855,0.0326475,0.145301883020544
16438,"N",0.511535070814355,0.226713399469048,0.0990163360127228,0.466080618528781,0.0322210868086488,0.0251723632492486,0.0251723632492486,0.0369813913921296,0.220721253287902,0.170863392757703,0.15005861222744,0.20750293135643,-3.66972477065111e-07,-0.05798,4e-05,0.0329,0.146085890621761
64431,"N",0.485097519661904,0.0730654009255883,0.0138676185205027,0.333551974656528,0.0392692281830566,0.0364705477902975,0.0364705477902975,0.054326013114961,0.333639924668453,0.146959500899735,0.283942565321922,0.345300264656544,2.27272727272249e-07,-0.0184175,-0.0043,0.0099825,0.134058188755337
